,User,Tweet,paper_text_processed,paper_text_processed_filtered
56,DemocracyLab,"#EarthDay is about to kick-off in Singapore!!! 🌏✨🌎✨ 
To celebrate, session 2 of our #hackathon begins in FIVE MINUTES!

Go check out what projects are pitching this session and contribute your #techforgood ⬇️⬇️⬇️ https://t.co/7AxKWaxxLs…

#earthday2022 #civictech #volunteer","#earthday is about to kick-off in singapore!!! 🌏✨🌎✨ 
to celebrate, session 2 of our #hackathon begins in five minutes!

go check out what projects are pitching this session and contribute your #techforgood ⬇️⬇️⬇️ 

#earthday2022 #civictech #volunteer","#earthday kick-off singapore!!! 🌏✨🌎✨ 
to celebrate, session 2 #hackathon begin five minutes!

go check project pitching session contribute #techforgood ⬇️⬇️⬇️ 

#earthday2022 #civictech #volunteer"
57,EyeviewSL,Winners of Huawei Cloud Spark Hackathon Singapore 2022 Announced  https://t.co/1wsRpydIfp,winners of huawei cloud spark hackathon singapore 2022 announced  ,winner huawei cloud spark hackathon singapore 2022 announced  
58,neel5,New post: Winners of Huawei Cloud Spark Hackathon Singapore 2022 Announced https://t.co/KorICPXufQ #businessnews #businessnewsthisweek,new post: winners of huawei cloud spark hackathon singapore 2022 announced  #businessnews #businessnewsthisweek,new post: winner huawei cloud spark hackathon singapore 2022 announced  #businessnews #businessnewsthisweek
59,SAMENAcouncil,"Winners of @Huawei Cloud Spark Hackathon Singapore 2022 announced
Read More...
https://t.co/mewfFxBWFK https://t.co/zWz3L7xMKA","winners of @huawei cloud spark hackathon singapore 2022 announced
read more...
 ","winner @huawei cloud spark hackathon singapore 2022 announced
read more...
 "
60,DrDataScientist,"Winners of Huawei Cloud Spark Hackathon Singapore 2022 Announced: At the inaugural Huawei Cloud Spark Hackathon Singapore 2022 final event last Friday, 10 teams pitched innovative… https://t.co/TG89AFMesV #HuaweiUSA #5GGearUp #HWMBBF #ArtificialIntelligence #AI #Edge #Cloud #5G","winners of huawei cloud spark hackathon singapore 2022 announced: at the inaugural huawei cloud spark hackathon singapore 2022 final event last friday, 10 teams pitched innovative…  #huaweiusa #5ggearup #hwmbbf #artificialintelligence #ai #edge #cloud #5g","winner huawei cloud spark hackathon singapore 2022 announced: inaugural huawei cloud spark hackathon singapore 2022 final event last friday, 10 team pitched innovative…  #huaweiusa #5ggearup #hwmbbf #artificialintelligence #ai #edge #cloud #5g"
61,1nterestingTech,"""Velea wins National SmartStart Unipreneur Learning Platform Hackathon, gets tech trip to Singapore""
Full article: https://t.co/NHsMj7wbyA
#UNSDGs
#technews
#Tech","""velea wins national smartstart unipreneur learning platform hackathon, gets tech trip to singapore""
full article: 
#unsdgs
#technews
#tech","""velea win national smartstart unipreneur learning platform hackathon, get tech trip singapore""
full article: 
#unsdgs
#technews
#tech"
62,adysuryawan,Calling all #startups! Check out the Google for Startups Cloud Hackathon Singapore 2022. Register your team and put your skills to do test. Find out more here.  https://t.co/Fl5EDP0wyP,calling all #startups! check out the google for startups cloud hackathon singapore 2022. register your team and put your skills to do test. find out more here.  ,calling #startups! check google startup cloud hackathon singapore 2022. register team put skill test. find here.  
63,TutorCambodia,"Velea wins National SmartStart Unipreneur Learning Platform Hackathon, gets tech trip to Singapore #education A member of Velea Hour Lenghuy said “I think everyone should learn about entrepreneurship and adopt an entrepreneurial mindset. https://t.co/wLsrsVMmCc","velea wins national smartstart unipreneur learning platform hackathon, gets tech trip to singapore #education a member of velea hour lenghuy said “i think everyone should learn about entrepreneurship and adopt an entrepreneurial mindset. ","velea win national smartstart unipreneur learning platform hackathon, get tech trip singapore #education member velea hour lenghuy said “i think everyone learn entrepreneurship adopt entrepreneurial mindset. "
64,HuaweiCloudAPAC,"Spark Hackathon 2022 https://t.co/IiDd1Uxbd3 via @YouTube 
We are thrilled to have you all catch the HUAWEI CLOUD Spark Hackathon Singapore 2022 Final here! It’s a day full of thrills and inspiration, where the top 10 teams pitched their ideas","spark hackathon 2022  via @youtube 
we are thrilled to have you all catch the huawei cloud spark hackathon singapore 2022 final here! it’s a day full of thrills and inspiration, where the top 10 teams pitched their ideas","spark hackathon 2022  via @youtube 
we thrilled catch huawei cloud spark hackathon singapore 2022 final here! it’s day full thrill inspiration, top 10 team pitched idea"
65,HuaweiCloudAPAC,"Dare to drive innovation &amp; create a brighter future with the tools on #HUAWEICLOUD. If you’re a tech enthusiast, developer or an aspiring entrepreneur with a bold vision, join the #HUAWEICLOUDSPARK Hackathon Singapore 2022 NOW. https://t.co/2b3yosCOBT 

#SPARKhackathon https://t.co/dy7qb8v6Hc","dare to drive innovation &amp; create a brighter future with the tools on #huaweicloud. if you’re a tech enthusiast, developer or an aspiring entrepreneur with a bold vision, join the #huaweicloudspark hackathon singapore 2022 now.  

#sparkhackathon ","dare drive innovation &amp; create brighter future tool #huaweicloud. you’re tech enthusiast, developer aspiring entrepreneur bold vision, join #huaweicloudspark hackathon singapore 2022 now.  

#sparkhackathon "
66,larsdominic,Calling all #startups! Check out the Google for Startups Cloud Hackathon Singapore 2022. Register your team and put your skills to do test. Find out more here.  https://t.co/79zcmgpg5q,calling all #startups! check out the google for startups cloud hackathon singapore 2022. register your team and put your skills to do test. find out more here.  ,calling #startups! check google startup cloud hackathon singapore 2022. register team put skill test. find here.  
67,wojciehnet,Calling all #startups! Check out the Google for Startups Cloud Hackathon Singapore 2022. Register your team and put your skills to do test. Find out more here.  https://t.co/czJZHkBT6a,calling all #startups! check out the google for startups cloud hackathon singapore 2022. register your team and put your skills to do test. find out more here.  ,calling #startups! check google startup cloud hackathon singapore 2022. register team put skill test. find here.  
68,GoogleCloud_SG,We are excited to announce the launch of the Google for Startups Cloud Hackathon Singapore 2022! We can't wait to see your innovative solutions. Find out more and start registering your teams today: https://t.co/gHKd6Lf94O https://t.co/YJfyvPhNAA,we are excited to announce the launch of the google for startups cloud hackathon singapore 2022! we can't wait to see your innovative solutions. find out more and start registering your teams today:  ,excited announce launch google startup cloud hackathon singapore 2022! can't wait see innovative solutions. find start registering team today:  
69,HuaweiCloud1,"Dare to drive innovation &amp; create a brighter future with the tools on #HUAWEICLOUD. If you’re a tech enthusiast, developer or an aspiring entrepreneur with a bold vision, join the #HUAWEICLOUDSPARK Hackathon Singapore 2022 NOW. https://t.co/zlA1KPOIpF #SPARKhackathon https://t.co/U1hKraEnp0","dare to drive innovation &amp; create a brighter future with the tools on #huaweicloud. if you’re a tech enthusiast, developer or an aspiring entrepreneur with a bold vision, join the #huaweicloudspark hackathon singapore 2022 now.  #sparkhackathon ","dare drive innovation &amp; create brighter future tool #huaweicloud. you’re tech enthusiast, developer aspiring entrepreneur bold vision, join #huaweicloudspark hackathon singapore 2022 now.  #sparkhackathon "
70,vijaykumarpj,Calling all #startups! Check out the Google for Startups Cloud Hackathon Singapore 2022. Register your team and put your skills to do test. Find out more here.  https://t.co/w4Q9TN0XJP,calling all #startups! check out the google for startups cloud hackathon singapore 2022. register your team and put your skills to do test. find out more here.  ,calling #startups! check google startup cloud hackathon singapore 2022. register team put skill test. find here.  
71,HuaweiAPAC,"Dare to drive innovation &amp; create a brighter future with the tools on #Huawei Cloud. If you’re a tech enthusiast, developer or an aspiring entrepreneur with a bold vision, join the #HUAWEICLOUDSPARK Hackathon Singapore 2022 NOW. https://t.co/gdM1wsLqW0 #SPARKhackathon https://t.co/69tJWBqpCf","dare to drive innovation &amp; create a brighter future with the tools on #huawei cloud. if you’re a tech enthusiast, developer or an aspiring entrepreneur with a bold vision, join the #huaweicloudspark hackathon singapore 2022 now.  #sparkhackathon ","dare drive innovation &amp; create brighter future tool #huawei cloud. you’re tech enthusiast, developer aspiring entrepreneur bold vision, join #huaweicloudspark hackathon singapore 2022 now.  #sparkhackathon "
72,Huawei,"Dare to drive innovation &amp; create a brighter future with the tools on #Huawei Cloud. If you’re a tech enthusiast, developer or an aspiring entrepreneur with a bold vision, join the #HUAWEICLOUDSPARK Hackathon Singapore 2022 NOW. https://t.co/opOqpaiuLr #SPARKhackathon https://t.co/fGmQEWKVOn","dare to drive innovation &amp; create a brighter future with the tools on #huawei cloud. if you’re a tech enthusiast, developer or an aspiring entrepreneur with a bold vision, join the #huaweicloudspark hackathon singapore 2022 now.  #sparkhackathon ","dare drive innovation &amp; create brighter future tool #huawei cloud. you’re tech enthusiast, developer aspiring entrepreneur bold vision, join #huaweicloudspark hackathon singapore 2022 now.  #sparkhackathon "
73,Prathameshrocco,"Klaytn is helping young people turn their blockchain dreams into reality by sponsoring the PolyFinTech 100 Hackathon in Singapore. By sponsoring the event, Klatyn team of experts will be sharing authentic challenges and mentoring participants through workshops and clinic sessions","klaytn is helping young people turn their blockchain dreams into reality by sponsoring the polyfintech 100 hackathon in singapore. by sponsoring the event, klatyn team of experts will be sharing authentic challenges and mentoring participants through workshops and clinic sessions","klaytn helping young people turn blockchain dream reality sponsoring polyfintech 100 hackathon singapore. sponsoring event, klatyn team expert sharing authentic challenge mentoring participant workshop clinic session"
74,klaytn_official,"Building #games, #NFTs, and so much more in the #metaverse is practically impossible without young, creative minds! #Klaytn is sponsoring the PolyFinTech 100 Hackathon in Singapore which will help youths jump aboard the cryptocurrency train~ 🚀 https://t.co/48TFGl8f6p","building #games, #nfts, and so much more in the #metaverse is practically impossible without young, creative minds! #klaytn is sponsoring the polyfintech 100 hackathon in singapore which will help youths jump aboard the cryptocurrency train~ 🚀 ","building #games, #nfts, much #metaverse practically impossible without young, creative minds! #klaytn sponsoring polyfintech 100 hackathon singapore help youth jump aboard cryptocurrency train~ 🚀 "
